system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,recovery_s,asr_text
ckpt:runs/vaani_full/best.pt,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_26131771,-11.697989463806152,-11.104948043823242,0.873451840335185,2.4070966243743896,nan,Then I want Einstein.
ckpt:runs/vaani_full/best.pt,0011,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26131962,9.541539192199707,9.041101455688477,0.7791075723125073,1.610088586807251,nan,बहाँ आवचल रहा है
ckpt:runs/vaani_full/best.pt,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27761476,9.467534065246582,8.961297988891602,0.7893777041507567,1.4101089239120483,nan,तो ज़ाँ तो ज़ाँ तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो
ckpt:runs/vaani_full/best.pt,0013,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_38227751,5.989072799682617,4.773529052734375,0.7266614517958038,1.6017467975616455,nan,minä oon tämänpäin lämpiä ruvittu kahdammassa kruuissa viime ajan.
ckpt:runs/vaani_full/best.pt,0014,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0032,3.7501091957092285,1.5025546550750732,0.793230958599695,1.3682175874710083,nan,But popular feeling on both sides was now around.
ckpt:runs/vaani_full/best.pt,0015,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26127944,11.472887992858887,11.15212631225586,0.8137758793374363,1.331377387046814,nan,अदेगा आम्ताद पेक्टेटर पालोवास जान्ये पीचे की आस्टिल तहानी
ckpt:runs/vaani_full/best.pt,0016,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749300,7.012348175048828,6.135959148406982,0.668514124722863,1.575527310371399,nan,Kiitos.
ckpt:runs/vaani_full/best.pt,0017,changing_-10,changing,-10.0,False,False,,,ls:2007-132570-0023,5.985713958740234,4.752941608428955,0.6875805827437961,1.2589094638824463,nan,"It's small, rise up, dip. No, go, society. There is reason for it all."
ckpt:runs/vaani_full/best.pt,0018,changing_-10,changing,-10.0,False,False,,,ls:1926-147987-0028,7.144268989562988,6.270596981048584,0.8245373737189925,1.3342547416687012,nan,"earlier than his wife, by any one of the most simpler devices. He could have left her in the OMA office."
ckpt:runs/vaani_full/best.pt,0019,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749267,5.20594596862793,3.7142136096954346,0.7476561986381256,1.3825713396072388,nan,Asambam vispoot me.
ckpt:runs/vaani_full/best.pt,0020,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35077906,7.537909030914307,7.5313873291015625,0.6174959726951637,1.2257449626922607,nan,
ckpt:runs/vaani_full/best.pt,0021,changing_-10,changing,-10.0,True,False,,,cvhi:common_voice_hi_26088250,6.724535942077637,5.750813961029053,0.7080021139828643,1.2960960865020752,nan,"आग, गर गया और लें."
ckpt:runs/vaani_full/best.pt,0022,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24758420,9.256508827209473,8.772235870361328,0.8597472726811162,1.5273898839950562,nan,पता नहीं यह यह ज़ा से ज़न रहा है
ckpt:runs/vaani_full/best.pt,0023,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26018198,12.778057098388672,13.121776580810547,0.683740167527162,1.2693710327148438,nan,Would you say you're turning the same?
ckpt:runs/vaani_full/best.pt,0024,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_25188823,7.245397567749023,6.810508728027344,0.857704898407804,1.3799841403961182,nan,अप्सुप रिबलेस करेंगी बिद्या बालन अखवा है पिक्रम बडणेस
ckpt:runs/vaani_full/best.pt,0025,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0001,9.696971893310547,9.215412139892578,0.89150156635176,1.7574059963226318,nan,"This to him represented in part, Highlife, a fair sample what the whole"
ckpt:runs/vaani_full/best.pt,0026,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0008,2.4398961067199707,-1.1192634105682373,0.6411198485411028,1.1812840700149536,nan,greater. But the very idea of central law of the independence they had on the just one to the other end.
ckpt:runs/vaani_full/best.pt,0027,changing_-10,changing,-10.0,False,False,,,ls:1926-143879-0032,13.834482192993164,13.785249710083008,0.9746539777535436,3.233715295791626,nan,Had not been a fortnight in Rome before she proposed to Madame Merle. They should take a little pilgrimage to
ckpt:runs/vaani_full/best.pt,0028,changing_-10,changing,-10.0,True,False,,,cvhi:common_voice_hi_27860360,10.250699996948242,9.82424545288086,0.8941662284891403,1.6934537887573242,nan,बजद भाशाने क्या सबसे लिका जिक्र था भी वाली
ckpt:runs/vaani_full/best.pt,0029,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_23795361,7.570955276489258,6.808723449707031,0.8853556202999544,1.5182751417160034,nan,अब मच्च्रों को मरेंगी मच्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च
ckpt:runs/vaani_full/best.pt,0030,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0011,5.423755168914795,4.118077278137207,0.9411214923841587,2.2117812633514404,nan,accordingly made for an offensive and defensive alliance without any suggestion of a union.
ckpt:runs/vaani_full/best.pt,0031,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26132190,3.6975345611572266,2.030686140060425,0.5693534151922822,1.3276338577270508,nan,İlahi Allah'ım ve ne kadar kutlu olanı. Bismillahirrahmanirrahim.
ckpt:runs/vaani_full/best.pt,0032,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27369006,14.24476146697998,14.139102935791016,0.9399589715326875,2.1697804927825928,nan,अगरेज तो बज़ाना में कांगरेज को बज़ यात्रा न नहीं पड्यात्रा करने भी तरुरेज
ckpt:runs/vaani_full/best.pt,0033,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24996691,5.556328773498535,4.379426002502441,0.8559333738095886,1.4278897047042847,nan,वो खानी चापान्दी
ckpt:runs/vaani_full/best.pt,0034,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26131261,16.43231773376465,18.54098129272461,0.9939075686276817,2.7190959453582764,nan,उसने तुमे तुज बताये क्या?
ckpt:runs/vaani_full/best.pt,0035,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,10.297722816467285,10.09437370300293,0.8753097939709658,1.8096425533294678,nan,रेना कोई कोर जदका चन नहीं शुपकी मुस्ने नहीं की आरी तें
ckpt:runs/vaani_full/best.pt,0036,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0052,8.367222785949707,7.754813194274902,0.8813185858615412,1.6356463432312012,nan,"and compelled him to tend the convoy with an escort into Sheffield, but he himself with sixty ships set out to seek"
ckpt:runs/vaani_full/best.pt,0037,changing_-10,changing,-10.0,False,False,,,ls:1926-143879-0017,6.129119396209717,5.020246982574463,0.7486667899438563,1.3682491779327393,nan,which had an elegant conservatory which just ran the corner truck program. And another.
ckpt:runs/vaani_full/best.pt,0038,changing_-10,changing,-10.0,False,False,,,ls:1926-147979-0012,8.381139755249023,7.837829113006592,0.859048427458001,1.6043963432312012,nan,"The door from the office opened and Johnny Gardner came in, directing Blind or No."
ckpt:runs/vaani_full/best.pt,0039,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_25907699,7.525435447692871,6.796854019165039,0.7765898688868148,1.80783212184906,nan,तामने आपको बटाया
ckpt:runs/vaani_full/best.pt,0000,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_35077465,7.983590126037598,7.278565883636475,0.7478802616833566,1.2654504776000977,nan,
ckpt:runs/vaani_full/best.pt,0001,changing_-5,changing,-5.0,False,True,,,ls:2007-132570-0044,13.784333229064941,13.641748428344727,0.9030725620875323,2.0546774864196777,nan,"Though imprudent, courage."
ckpt:runs/vaani_full/best.pt,0002,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_26131736,7.996817111968994,7.272193908691406,0.8878920786318544,1.4592851400375366,nan,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
ckpt:runs/vaani_full/best.pt,0003,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_26053767,13.719160079956055,13.531683921813965,0.9132698426743051,1.9325025081634521,nan,इस नोट को सिक्के में बदल भीजी लिए.
ckpt:runs/vaani_full/best.pt,0004,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_25149602,11.356788635253906,11.392760276794434,0.9157091821015563,1.638830304145813,nan,तो तो भोगम लिए खाना आफाणी फे खराब हो जाता है
ckpt:runs/vaani_full/best.pt,0005,changing_-5,changing,-5.0,False,True,,,ls:1926-147987-0031,9.513299942016602,9.070589065551758,0.810958296883031,1.7477717399597168,nan,but never cutters belief in it. The reckoning with his wife at the end of an epic
ckpt:runs/vaani_full/best.pt,0006,changing_-5,changing,-5.0,False,False,,,ls:1081-125237-0002,7.432426452636719,6.874277114868164,0.915860308813007,1.8354134559631348,nan,The murder of Dorislar and the protection afforded to the royalist refugees had been additional causes of
ckpt:runs/vaani_full/best.pt,0007,changing_-5,changing,-5.0,False,True,,,cvhi:common_voice_hi_27761524,14.421928405761719,15.317089080810547,0.7771942468287868,1.8954870700836182,nan,"A chaque jour, nous en sommes tous au bout de ce faire avant-vain, les barres qui ont pris la vie."
ckpt:runs/vaani_full/best.pt,0008,changing_-5,changing,-5.0,False,False,,,ls:1081-125237-0061,7.00692081451416,6.088676929473877,0.8027109189373647,1.4457594156265259,nan,from altered pains to let the estates of fallen known to be a fruitful feeling towards them by sending over
ckpt:runs/vaani_full/best.pt,0009,changing_-5,changing,-5.0,False,False,,,ls:1081-125237-0064,6.401191234588623,5.440303802490234,0.7941552413552938,1.2402863502502441,nan,with the support of the Armored Articulated Power.
ckpt:runs/vaani_full/best.pt,0010,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24758376,10.423337936401367,10.010354995727539,0.9579323725900614,3.1074583530426025,nan,मुछे यकीन है कि जल दी वाप्पस आजाएगी।
ckpt:runs/vaani_full/best.pt,0011,changing_-5,changing,-5.0,False,False,,,ls:1926-147987-0011,21.17866325378418,21.208171844482422,0.9623177537825364,3.4016671180725098,nan,Where is she? Under the bed? Are you hussy? I know your tricks. Wait till I get at you.
ckpt:runs/vaani_full/best.pt,0012,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_27749289,13.279792785644531,13.26034164428711,0.895882809355661,2.1581809520721436,nan,"This is the third of the El Catru, the first book for Australia."
ckpt:runs/vaani_full/best.pt,0013,changing_-5,changing,-5.0,False,False,,,ls:1926-147979-0042,11.775074005126953,12.200522422790527,0.9533627386065037,2.7530786991119385,nan,If you was to come out here and dance with us. Mrs. Gardner's an Omaha girl.
ckpt:runs/vaani_full/best.pt,0014,changing_-5,changing,-5.0,False,False,,,ls:1926-147979-0010,9.596097946166992,9.439538955688477,0.8676726160375648,1.8376513719558716,nan,"in every port, like a sailor. I did not know all of it you were sitting about, but I read"
ckpt:runs/vaani_full/best.pt,0015,changing_-5,changing,-5.0,True,False,,,ls:1926-147979-0007,7.582453727722168,7.116708755493164,0.8158588434756529,1.591519832611084,nan,"So, Celestia was about that as her friends were. She was tall, dark, severe, was something."
ckpt:runs/vaani_full/best.pt,0016,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_26132189,14.00491714477539,13.86976146697998,0.7467008691097614,1.6156907081604004,nan,"CDSI, esponja-me, por um noctite que pergunheu a dor."
ckpt:runs/vaani_full/best.pt,0017,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24758356,15.0481595993042,15.805045127868652,0.9756674402961818,2.3946025371551514,nan,मैंने तुमे पर्सों स्ट्रिप्कलब में देका था
ckpt:runs/vaani_full/best.pt,0018,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24758419,19.311378479003906,19.26178741455078,0.9791369612920454,3.1395692825317383,nan,साथ दशक बाद दक्षन् कोरीया की राजानी से आमरीकाने हटाएसे ना
ckpt:runs/vaani_full/best.pt,0019,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_27860087,8.124428749084473,7.401573657989502,0.847710241079648,1.7710040807724,nan,अदिशाम साथ प्रदगर राथ में पुस्च्ट्यर प्र वूम रहे बजमाश हमें आप पर दो.
ckpt:runs/vaani_full/best.pt,0020,changing_-5,changing,-5.0,False,False,,,ls:1926-147979-0033,14.829391479492188,14.91158390045166,0.945663023304347,2.633291244506836,nan,"under the bones of his tenched conical little skull, definite as animal desires."
ckpt:runs/vaani_full/best.pt,0021,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_27860089,6.684132099151611,5.645176887512207,0.8302867080115378,1.6163043975830078,nan,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अग
ckpt:runs/vaani_full/best.pt,0022,changing_-5,changing,-5.0,True,False,,,cvhi:common_voice_hi_27860089,8.594925880432129,7.9936323165893555,0.8907997977712792,1.8346772193908691,nan,"अग, नाने तीए वो सी आँशी पार्टी उसे तुछे सवाए."
ckpt:runs/vaani_full/best.pt,0023,changing_-5,changing,-5.0,False,False,,,ls:1081-125237-0017,7.568891525268555,6.78965950012207,0.8630741551149742,1.6408640146255493,nan,and withdrawal of the rights based on the Magnus into services for the maintenance of which Dutch statesmen
ckpt:runs/vaani_full/best.pt,0024,changing_-5,changing,-5.0,False,False,,,ls:1081-125237-0022,10.582740783691406,10.189887046813965,0.9518937949670943,2.3210582733154297,nan,should acknowledge England's sovereignty by striking flag and stale and by firing a salute whenever any of their squ-
ckpt:runs/vaani_full/best.pt,0025,changing_-5,changing,-5.0,False,False,,,ls:1081-125237-0102,9.799663543701172,9.490655899047852,0.8321722900230502,1.6833226680755615,nan,"for some five weeks the existence of the act with the Norma Estates General, and during that period."
ckpt:runs/vaani_full/best.pt,0026,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24359446,10.226037979125977,9.79413890838623,0.9838043525436363,2.876055955886841,nan,करनातक सरकाने लागुकी अद्रेस कोड महला हे पहने साडी और चुडिदार कुरता
ckpt:runs/vaani_full/best.pt,0027,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24758378,16.184371948242188,16.411651611328125,0.979273637443619,3.212872266769409,nan,तुम सच्मे बहुती अच्छे हो
ckpt:runs/vaani_full/best.pt,0028,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24225936,14.034955978393555,13.908824920654297,0.9538665443309149,1.9466383457183838,nan,वह वस्यत पनाए बीना ही मरतेया
ckpt:runs/vaani_full/best.pt,0029,changing_-5,changing,-5.0,False,False,,,ls:1081-125237-0063,6.198705673217773,5.01976203918457,0.820551048598164,1.3307207822799683,nan,"of which April 30th, 1653 coincided with the most forcible dissolution of the rump."
ckpt:runs/vaani_full/best.pt,0030,changing_-5,changing,-5.0,False,True,,,ls:2007-149877-0038,11.847644805908203,11.672117233276367,0.9726079135048376,2.241776943206787,nan,"serious turn of mind. Such a bubbling, chattering, glittering chamber must ever seem an anomaly."
ckpt:runs/vaani_full/best.pt,0031,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24359463,8.677007675170898,8.34665584564209,0.8927969349470917,1.8342870473861694,nan,दोज़््पाता मैं खिलना चाहता हू नवार शरीथ
ckpt:runs/vaani_full/best.pt,0032,changing_-5,changing,-5.0,False,False,,,ls:1926-147987-0015,6.597063064575195,5.524075031280518,0.8535823498717348,1.6460918188095093,nan,"She seemed to understand, though I was too faint in this role to go into explanations."
ckpt:runs/vaani_full/best.pt,0033,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_27444070,10.891843795776367,10.865030288696289,0.9186511266307446,1.6886563301086426,nan,पच्ना परोल पर्ती महन्दम पच्की पीड़़ा दवाकर हप्या
ckpt:runs/vaani_full/best.pt,0034,changing_-5,changing,-5.0,False,False,,,ls:1081-125237-0087,4.559627056121826,2.846841335296631,0.8690250816975209,1.6472089290618896,nan,He was to prove himself a very past master in the art of diplomatic chicanery and intrigue.
ckpt:runs/vaani_full/best.pt,0035,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24996672,13.87525463104248,13.884695053100586,0.9239506389581661,1.8016722202301025,nan,کنگرس سانست فوری مہدرہ پاڑت کامٹر غلط سانج ہونی چاہیے
ckpt:runs/vaani_full/best.pt,0036,changing_-5,changing,-5.0,False,False,,,ls:2007-132570-0000,7.252175331115723,6.431437015533447,0.7797671085921483,1.392019510269165,nan,"So Demi, no mom's out, but we're almost there."
ckpt:runs/vaani_full/best.pt,0037,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_26131738,13.063346862792969,12.890718460083008,0.875271042811024,2.027538299560547,nan,बै इस्पोर्ट से गारियों के बारे में पागलें
ckpt:runs/vaani_full/best.pt,0038,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_24758411,7.109205722808838,6.3822550773620605,0.8164413629014083,1.5669889450073242,nan,سنید تو آس پاس کو کچھ لکھ ہے کیا؟
ckpt:runs/vaani_full/best.pt,0039,changing_-5,changing,-5.0,False,False,,,cvhi:common_voice_hi_25150845,12.228413581848145,12.291060447692871,0.917437332658406,1.4749038219451904,nan,निम्ती मुख्या का एक बोईप्रेंट से रुवा पाजटप शेएर की फोटो
ckpt:runs/vaani_full/best.pt,0000,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_26131468,12.589855194091797,12.712985038757324,0.9088034295529306,1.9308490753173828,nan,"मेरी वेटी हस्पिताल में है, वो कि उसरी यातायाद द्रगखान अच्ठाँ से नहीं"
ckpt:runs/vaani_full/best.pt,0001,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_26897397,10.252849578857422,10.336223602294922,0.8946442086436579,2.050208330154419,nan,अपने पाहली बर आमने सामने हो सकती हैं तो अजाया ये ती में
ckpt:runs/vaani_full/best.pt,0002,changing_0,changing,0.0,False,False,,,ls:1926-143879-0017,14.086918830871582,14.025218963623047,0.9591125805114645,2.8227317333221436,nan,which had an elegant conservatory and was just around the corner from her own. Add another
ckpt:runs/vaani_full/best.pt,0003,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_24758376,13.951139450073242,14.120389938354492,0.9586747763051552,2.136563539505005,nan,बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच्छाँ बच
ckpt:runs/vaani_full/best.pt,0004,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_26131827,25.046016693115234,25.377151489257812,0.9201091749450949,3.232919454574585,nan,तख्या आप पु मुजिते नफ्रत करते हैं।
ckpt:runs/vaani_full/best.pt,0005,changing_0,changing,0.0,False,True,,,cvhi:common_voice_hi_26949022,11.172646522521973,11.797280311584473,0.8200586670297051,1.569481372833252,nan,ये एक बोक्सर तीसने विपक्षी का खान कारतियात
ckpt:runs/vaani_full/best.pt,0006,changing_0,changing,0.0,False,True,,,ls:2007-149877-0025,13.975863456726074,14.681632995605469,0.9806892133511097,3.1624183654785156,nan,"individual of our great American upper class, the first grade below the luxuriously"
ckpt:runs/vaani_full/best.pt,0007,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_27749231,18.486286163330078,18.7038631439209,0.9602258015310727,2.570859670639038,nan,راشد علیوی نے نرنگ موضی کو پای امراج
ckpt:runs/vaani_full/best.pt,0008,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_27592118,11.880322456359863,11.629207611083984,0.932188071571467,2.4225656986236572,nan,अद्री ने दिया इस्तिपा बिजेपी के टिकिट पर लडेंगे चुना
ckpt:runs/vaani_full/best.pt,0009,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_26053767,13.443105697631836,13.274922370910645,0.9684774002973291,2.5782172679901123,nan,इस नोट को सिक्के में बडल दीजी हैं
ckpt:runs/vaani_full/best.pt,0010,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_27761570,15.06123161315918,15.004251480102539,0.841668267389689,1.7614182233810425,nan,अदिक खट्रा
ckpt:runs/vaani_full/best.pt,0011,changing_0,changing,0.0,False,False,,,ls:1081-125237-0064,14.862781524658203,14.721954345703125,0.9319918494294057,2.533923864364624,nan,with the support of the Army of dictatorial powers.
ckpt:runs/vaani_full/best.pt,0012,changing_0,changing,0.0,False,False,,,ls:1926-147987-0010,12.305219650268555,12.043228149414062,0.9378794677092531,2.567426919937134,nan,"face with the other, hissing and chuckling and letting out a flood of abuse. So this is"
ckpt:runs/vaani_full/best.pt,0013,changing_0,changing,0.0,True,False,,,cvhi:common_voice_hi_27749223,14.080246925354004,14.096012115478516,0.8586288299001581,2.1811940670013428,nan,अमबे अईदियन्स का साम्मा वूरूटी विरोट से
ckpt:runs/vaani_full/best.pt,0014,changing_0,changing,0.0,False,False,,,ls:1926-147979-0044,20.672502517700195,22.542964935302734,0.9932979739419383,3.816697359085083,nan,"S'effect boys, he said confidently."
ckpt:runs/vaani_full/best.pt,0015,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_26151857,19.822885513305664,20.098583221435547,0.9261381991159027,2.9286062717437744,nan,mail similar home.
ckpt:runs/vaani_full/best.pt,0016,changing_0,changing,0.0,True,False,,,cvhi:common_voice_hi_24359434,10.15980339050293,10.572033882141113,0.8921715644619146,1.7279027700424194,nan,
ckpt:runs/vaani_full/best.pt,0017,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_27860348,22.89285659790039,23.347240447998047,0.9914522209301878,3.5965590476989746,nan,मेरी कोस पा जाना पसन्द है
ckpt:runs/vaani_full/best.pt,0018,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_35081252,17.77021598815918,18.09526824951172,0.9755174849617696,2.5169641971588135,nan,"Uff, pretty and bizarre of social networking."
ckpt:runs/vaani_full/best.pt,0019,changing_0,changing,0.0,False,False,,,ls:2007-132570-0053,11.93740463256836,11.657590866088867,0.8851402736071559,1.749424695968628,nan,is taken but I am talking to a baby let me however repeat
ckpt:runs/vaani_full/best.pt,0020,changing_0,changing,0.0,False,False,,,ls:1081-125237-0081,10.064332962036133,9.61385440826416,0.9046371507432093,2.42858624458313,nan,which the Dutch people owed so deep a debt. There was nothing for it but to prepare for a vigorous result.
ckpt:runs/vaani_full/best.pt,0021,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_23796156,20.461204528808594,20.667221069335938,0.9743501681480995,2.770784854888916,nan,पिछले कुछ सालों से मोसम बहुत अजीब है
ckpt:runs/vaani_full/best.pt,0022,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_35078365,14.376787185668945,14.355064392089844,0.8935687741805522,1.9170169830322266,nan,
ckpt:runs/vaani_full/best.pt,0023,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_26897390,9.933768272399902,9.476552963256836,0.8688049128889844,1.9725725650787354,nan,"Magical band, they can increase or perroke leg of high-git record."
ckpt:runs/vaani_full/best.pt,0024,changing_0,changing,0.0,False,False,,,ls:2007-149877-0040,12.639456748962402,12.63571548461914,0.8949862943477864,1.879427194595337,nan,to arrange their plans. That politicians would not gather here in company to discuss safe formality.
ckpt:runs/vaani_full/best.pt,0025,changing_0,changing,0.0,True,False,,,cvhi:common_voice_hi_24038973,13.395526885986328,13.50028133392334,0.936231545939149,2.4794914722442627,nan,मेरे पास और कुछ नहीं है
ckpt:runs/vaani_full/best.pt,0026,changing_0,changing,0.0,False,False,,,ls:2007-132570-0019,13.780183792114258,13.944300651550293,0.988344660615462,3.505981206893921,nan,So they helped one another up again as fast as they could. You would not believe mom's a-
ckpt:runs/vaani_full/best.pt,0027,changing_0,changing,0.0,False,False,,,cvhi:common_voice_hi_26152013,8.993852615356445,8.546865463256836,0.9598222780170422,1.6217198371887207,nan,तेजा रही हैं
